x1,x2,x3,x4,x5,y
1000,0,70,0.2,30,4.103
1000,0,90,0.2,30,9.251
1000,0.5,30,0.2,30,0.977
1000,0.5,50,0.2,30,2.098
1000,0.5,70,0.2,30,4.456
1000,0.5,90,0.2,30,10.001
1000,1,30,0.2,30,1.068
1000,1,50,0.2,30,2.248
1000,1,70,0.2,30,4.733
1000,1,90,0.2,30,10.55
1000,2,30,0.2,30,1.237
1000,2,50,0.2,30,2.519
1000,2,70,0.2,30,5.174
1000,2,90,0.2,30,11.631
1000,0,30,0.3,30,0.693
1000,0,50,0.3,30,1.541
1000,0,70,0.3,30,3.34
1000,0,90,0.3,30,7.515
1000,0.5,30,0.3,30,0.785
1000,0.5,50,0.3,30,1.706
1000,0.5,70,0.3,30,3.649
1000,0.5,90,0.3,30,8.193
1000,1,30,0.3,30,0.872
1000,1,50,0.3,30,1.84
1000,1,70,0.3,30,3.905
1000,1,90,0.3,30,8.848
1000,2,30,0.3,30,1.02
1000,2,50,0.3,30,2.089
1000,2,70,0.3,30,4.339
1000,2,90,0.3,30,9.771
1000,0,30,0.4,30,0.545
1000,0,50,0.4,30,1.23
1000,0,70,0.4,30,2.675
1000,0,90,0.4,30,6.049
1000,0.5,30,0.4,30,0.628
1000,0.5,50,0.4,30,1.368
1000,0.5,70,0.4,30,2.949
1000,0.5,90,0.4,30,6.697
1000,1,30,0.4,30,0.704
1000,1,50,0.4,30,1.5
1000,1,70,0.4,30,3.186
1000,1,90,0.4,30,7.244
1000,2,30,0.4,30,0.842
1000,2,50,0.4,30,1.711
1000,2,70,0.4,30,3.575
1000,2,90,0.4,30,8.141
2000,0,30,0,30,1.215
2000,0,50,0,30,2.703
2000,0,70,0,30,5.864
2000,0,90,0,30,12.918
2000,0.5,30,0,30,1.308
2000,0.5,50,0,30,2.851
2000,0.5,70,0,30,6.126
2000,0.5,90,0,30,13.591
2000,1,30,0,30,1.381
2000,1,50,0,30,2.976
2000,1,70,0,30,6.359
2000,1,90,0,30,14.133
2000,2,30,0,30,1.528
2000,2,50,0,30,3.199
2000,2,70,0,30,6.774
2000,2,90,0,30,15.071
2000,0,30,0.1,30,1.017
2000,0,50,0.1,30,2.286
2000,0,70,0.1,30,4.945
2000,0,90,0.1,30,11.05
2000,0.5,30,0.1,30,1.1
2000,0.5,50,0.1,30,2.425
2000,0.5,70,0.1,30,5.245
2000,0.5,90,0.1,30,11.721
2000,1,30,0.1,30,1.18
2000,1,50,0.1,30,2.56
2000,1,70,0.1,30,5.504
2000,1,90,0.1,30,12.353
2000,2,30,0.1,30,1.316
2000,2,50,0.1,30,2.795
2000,2,70,0.1,30,5.941
2000,2,90,0.1,30,13.364
2000,0,30,0.2,30,0.829
2000,0,50,0.2,30,1.874
2000,0,70,0.2,30,4.097
2000,0,90,0.2,30,9.215
2000,0.5,30,0.2,30,0.903
2000,0.5,50,0.2,30,2.013
2000,0.5,70,0.2,30,4.403
2000,0.5,90,0.2,30,9.924
2000,1,30,0.2,30,0.98
2000,1,50,0.2,30,2.143
2000,1,70,0.2,30,4.626
2000,1,90,0.2,30,10.454
2000,2,30,0.2,30,1.108
2000,2,50,0.2,30,2.353
2000,2,70,0.2,30,5.045
2000,2,90,0.2,30,11.392
2000,0,30,0.3,30,0.66
2000,0,50,0.3,30,1.506
2000,0,70,0.3,30,3.322
2000,0,90,0.3,30,7.527
2000,0.5,30,0.3,30,0.733
2000,0.5,50,0.3,30,1.641
2000,0.5,70,0.3,30,3.595
2000,0.5,90,0.3,30,8.093
2000,1,30,0.3,30,0.797
2000,1,50,0.3,30,1.754
2000,1,70,0.3,30,3.842
2000,1,90,0.3,30,8.776
2000,2,30,0.3,30,0.915
2000,2,50,0.3,30,1.952
2000,2,70,0.3,30,4.211
2000,2,90,0.3,30,9.637
2000,0,30,0.4,30,0.519
2000,0,50,0.4,30,1.203
2000,0,70,0.4,30,2.66
2000,0,90,0.4,30,6.042
2000,0.5,30,0.4,30,0.583
2000,0.5,50,0.4,30,1.327
2000,0.5,70,0.4,30,2.916
2000,0.5,90,0.4,30,6.668
2000,1,30,0.4,30,0.644
2000,1,50,0.4,30,1.43
2000,1,70,0.4,30,3.119
2000,1,90,0.4,30,7.2
2000,2,30,0.4,30,0.746
2000,2,50,0.4,30,1.597
2000,2,70,0.4,30,3.461
2000,2,90,0.4,30,8.042
